"chamber","T_treatment","Water_treatment","position","timepoint","DateTime","Code","Obs","FTime","Ebal","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","campaign","Unit","User"
"C10","elevated","control","low",5,2013-10-17 19:22:22,"10low",208,43596.9,0,0.0279854488,0.004060982,378.56573732,0.0988469526,2.4089002168,24.959815978,6,1.420000017,1,2.840000033,25.164250946,24.959815978,25.104877856,405.101239,405.01972656,7.4541944504,7.5717513084,23.398672866,23.767687988,500.68635256,23.905688476,2.2327862024,100.7915268,-12.44925404,-0.055549145,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8344772542,9.88586e-05,298.10981598,298.31425094,3.8249100706,0.02135031,3.1720685962,31.471579808,23.899828498,25.062033462,3.1914572326,0.004055182,0.7631683794,2.4282888534,0.0025350092,38.156214672,0.9346829994,22.657591914,405.00642364,1.5642e-05,3,"HIE1","JED"
"C10","elevated","control","top",1,2013-10-17 08:04:57,"10top",38,2961,0,3.8395850846,0.1315807226,338.8451662,2.3893210238,1.8594804138,25.245126724,6,1.420000017,1,2.840000033,25.737971116,25.245126724,25.700364686,404.27024536,398.5281189,10.823671532,13.647774314,32.631249998,41.145600128,500.69974366,174.25771788,217.12884522,100.16156462,-9.148320198,-0.240198612,0.8000000122,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8344995726,0.002389321,298.39512672,298.8879711,27.88123424,-0.8507066688,3.2264628208,32.212584742,18.564810428,25.49154892,3.2740813674,0.1257540848,1.3669824068,1.9070989604,0.079099813,33.939260976,0.8502409242,43.627202068,396.70296404,0.0042225592,3,"HIE1","JED"
"C10","elevated","control","top",2,2013-10-17 10:18:33,"10top",45.5,10976.75,0,11.184746697,0.0999427194,188.57298093,5.2917460338,5.2301732439,39.508270264,6,1.420000017,1,2.840000033,39.874176787,39.508270264,39.994337083,414.61972657,398.69060974,13.692435646,19.906628038,18.596664619,27.036693574,500.76281737,1499.8302001,1072.8854859,100.01412888,-14.13861561,-0.386415958,0.8666666748,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8346046957,0.0052917461,312.65827028,313.0241768,239.97282667,0.1327117562,7.2211174156,72.200974637,52.2943466,39.691223526,7.2922409482,0.0965437926,1.9909441719,5.3012967762,0.0606363029,18.859971014,0.4729822367,26.655981313,393.37391683,0.0075803492,3,"HIE1","JED"
"C10","elevated","control","top",3,2013-10-17 13:38:17,"10top",118,22952.9,0,4.2810273656,0.0342712064,171.4247221,2.2522712094,6.3555436038,40.366277314,6,1.420000017,1,2.840000033,40.361927032,40.366277314,40.345081328,410.25615234,404.03604736,9.3869096756,12.053143884,12.410386084,15.935556794,500.73349,1698.7507812,644.42576904,99.92664032,-14.32577991,-0.102704525,0.8666666748,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8345558166,0.0022522712,313.51627732,313.51192704,271.80011892,1.9986357238,7.5599736832,75.655233632,63.602089752,40.364102174,7.5590945576,0.0338622534,1.2044300796,6.354664478,0.0212002738,17.129918638,0.4242802008,13.124373962,402.001052,0.0013978084,3,"HIE1","JED"
"C10","elevated","control","top",4,2013-10-17 16:16:08,"10top",143,32421.4,0,3.1013983938,0.035627718,240.62859562,1.2989485118,3.5969871078,30.963456724,6,1.420000017,1,2.840000033,31.055455016,30.963456724,30.956173704,404.63736572,400.29710692,7.4946386336,9.0373781208,16.583500672,19.997132112,500.61959838,150.6582184,70.250523376,100.13998872,-13.3859911,-0.070436954,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8343659972,0.0012989486,304.11345672,304.20545502,24.105314404,-0.3767303976,4.501990019,44.956967804,35.919589682,31.00945587,4.5138143732,0.0351863058,0.9050029112,3.608811462,0.0220306778,24.09655515,0.6011240904,18.902796622,398.82285066,0.0014699588,3,"HIE1","JED"
"C10","elevated","control","top",5,2013-10-17 19:19:16,"10top",203,43411,0,1.409051596,0.011230744,190.42429144,0.2663780518,2.3533067656,24.668782806,6,1.420000017,1,2.840000033,24.774900054,24.668782806,24.713352204,404.96050416,403.143219,7.266198349,7.583002472,23.338828658,24.356392288,500.6716858,99.850210572,6.0534632682,100.76780854,-12.75644398,-0.054247379,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8344528098,0.000266378,297.8187828,297.92490008,15.976033336,0.0644455594,3.1174293042,30.936758028,23.353755556,24.72184143,3.1273289984,0.0111865064,0.7641225388,2.3632064594,0.0069955278,19.188646636,0.4723474792,23.33202676,402.47342334,0.0008168526,3,"HIE1","JED"
"C11","ambient","control","low",1,2013-10-17 07:52:11,"11low",23,2189.8,0,1.5909123948,0.1104063798,367.84268628,1.777132966,1.6427331302,22.777324296,6,1.420000017,1,2.840000033,23.590677642,22.777324296,23.630199432,404.69921264,401.93698728,9.2662239076,11.371464158,31.768164826,38.985961914,500.72833252,50.050086974,156.95011292,100.18167876,-12.9771471,-0.185815334,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8345472208,0.0017771328,295.9273243,296.74067762,8.008013737,-0.7277381266,2.781945548,27.769005924,16.39754177,23.184000968,2.8512806176,0.1062715522,1.1392124178,1.7120681996,0.0667792218,36.851099472,0.915175059,42.025355484,401.18074376,0.0016664434,3,"HIE1","JED"
"C11","ambient","control","low",2,2013-10-17 10:45:25,"11low",73,12573.5,0,3.8010899174,0.1521362398,332.13702994,6.0137860022,4.0105472916,35.136302184,6,1.420000017,1,2.840000033,37.787929534,35.136302184,37.993382262,405.52321166,398.09974976,9.723559761,16.808543396,14.772611618,25.536538316,500.72399292,149.28540038,352.79240724,99.984753418,-14.5601244,-0.330005169,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8345399882,0.006013786,308.2863022,310.93792952,23.88566353,-2.422610649,5.6911453762,56.920132318,40.111588924,36.462115862,6.1221152344,0.1444005212,1.6805980852,4.4415171494,0.0909148486,33.208639302,0.8343060784,30.55298625,396.29289364,0.0029305274,3,"HIE1","JED"
"C11","ambient","control","low",3,2013-10-17 13:26:35,"11low",108,22248.8,0,3.2240679442,0.0926384902,312.09813492,4.7641953848,5.0937482176,37.712415316,6,1.420000017,1,2.840000033,39.900899508,37.712415316,40.057994842,405.5868164,399.44312744,8.990541649,14.615934182,12.182095336,19.80438347,500.7180542,200.3876831,179.79756776,99.92361145,-14.59827137,-0.206831455,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8345300904,0.0047641956,310.8624153,313.05089948,32.06202858,-1.7386634354,6.5542250268,65.592355504,50.976421324,38.806657408,6.953875984,0.0897118154,1.4604768092,5.4933991748,0.056325682,31.185967222,0.7813333732,21.593518872,397.91055996,0.0017495322,3,"HIE1","JED"
"C11","ambient","control","low",4,2013-10-17 16:23:41,"11low",153,32874.8,0,-0.723326429,0.0986776328,393.42972982,3.297585421,3.3664678456,30.956166076,6,1.420000017,1,2.840000033,31.6241127,30.956166076,31.62068672,404.02461548,403.29768066,7.4099704744,11.317082404,15.879325868,24.252134324,500.66625978,50.650675202,20.493746566,100.17149504,-13.58768177,-0.155763149,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834443766,0.0032975854,304.10616608,304.7741127,8.1041078512,-1.518059852,4.500116741,44.924125234,33.607042832,31.290139388,4.5865504858,0.0953638642,1.1336488958,3.4529015902,0.0598915338,39.410440404,0.9755314424,25.611641362,403.64151542,-0.0004592102,3,"HIE1","JED"
"C11","ambient","control","low",5,2013-10-17 18:57:54,"11low",183,42128.9,0,0.070822125,0.0830235692,389.26325578,1.7058080668,2.089303896,23.785844804,6,1.420000017,1,2.840000033,24.566653826,23.785844804,24.57776375,404.93701172,404.02625122,6.5856759072,8.6122234346,21.406181718,27.993301774,500.68914186,26.037144468,13.428931238,100.71248322,-12.95645618,-0.101326942,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834481903,0.0017058082,296.93584482,297.71665382,4.165943022,-0.738297846,2.956662304,29.357456076,20.74523264,24.176249312,3.026830306,0.080665416,0.867358408,2.1594718982,0.0506225766,39.203673422,0.9634599602,30.014159426,403.99258578,5.26646e-05,3,"HIE1","JED"
"C11","ambient","control","top",1,2013-10-17 07:57:34,"11top",28,2516.9,0,7.068362249,0.0842499214,254.3098613,1.4587936104,1.7496352984,23.579499436,6,1.420000017,1,2.840000033,24.24276657,23.579499436,24.300454332,410.49060668,401.3190674,9.9573596956,11.685003088,32.822628786,38.517649842,500.71008302,174.78428344,133.3380066,100.17297974,-12.9771471,-0.185815334,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834516805,0.0014587936,296.72949942,297.39276656,27.965484726,-0.342743512,2.920156851,29.151141686,17.466138594,23.911133004,2.9790269808,0.0818215406,1.1705215528,1.8085054278,0.0513512284,25.47497034,0.6336852958,40.597613718,397.95910648,0.0072108934,3,"HIE1","JED"
"C11","ambient","control","top",2,2013-10-17 10:38:31,"11top",68,12160.1,0,11.787082294,0.1324186522,230.82714952,6.0733161442,4.6082575798,36.987909698,6,1.420000017,1,2.840000033,38.134767912,36.987909698,38.207107544,420.17856446,403.1217102,9.7715980528,16.925491334,14.570576668,25.237872316,500.75020754,1500.5054686,167.68883974,99.99495697,-14.36801624,-0.331775188,0.8666666748,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8345836792,0.006073316,310.1379097,311.2847679,240.08086962,-0.1506002806,6.3007213292,63.010390462,46.08489913,37.561338806,6.5006459876,0.1265193524,1.692463749,4.8081822388,0.0795842612,23.08155153,0.5725990846,27.210472814,397.5186958,0.008068606,3,"HIE1","JED"
"C11","ambient","control","top",3,2013-10-17 13:21:53,"11top",103,21966.3,0,6.7883715076,0.0516205406,157.25558472,3.3409882522,6.294524345,40.358613588,6,1.420000017,1,2.840000033,40.27092743,40.358613588,40.345710754,409.95942992,400.22296144,8.6808135988,12.63360672,11.531981088,16.783177948,500.72617798,1699.5178466,808.51166994,99.920783998,-14.09036732,-0.145152569,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83454363,0.0033409884,313.50861356,313.42092742,271.9228494,1.4306992764,7.5568843754,75.628757598,62.99515088,40.314770508,7.539243305,0.0506986342,1.2623600304,6.2768832748,0.0317682036,15.713097382,0.3929171798,14.414921782,396.99609472,0.0024656772,3,"HIE1","JED"
"C11","ambient","control","top",4,2013-10-17 16:29:23,"11top",158,33217.4,0,4.432123509,0.0600492134,260.00647546,2.1114539436,3.5002922968,30.838736344,6,1.420000017,1,2.840000033,31.708496856,30.838736344,31.735263062,405.43916626,399.11763918,7.1718688012,9.67780838,15.300880622,20.647197724,500.65522462,150.75634156,28.309926224,100.2055679,-13.32303333,-0.100183964,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8344253744,0.002111454,303.98873632,304.85849684,24.121014108,-0.6865452502,4.4700626108,44.608924608,34.931116228,31.2736166,4.5822401496,0.0588057396,0.9697703142,3.6124698354,0.0368633186,26.054099418,0.6514531214,21.176655542,397.01081992,0.0023641306,3,"HIE1","JED"
"C11","ambient","control","top",5,2013-10-17 19:00:05,"11top",188,42261.9,0,2.9763668954,0.030859627,233.41965572,0.6898367988,2.2337261512,23.962789536,6,1.420000017,1,2.840000033,24.588283156,23.962789536,24.599681854,404.52164916,400.62352296,6.6709734918,7.4914915084,21.657516098,24.321352768,500.6609375,100.28484346,20.2829998,100.72232818,-12.65921497,-0.061127186,0.8666666748,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8344348958,0.000689837,297.11278954,297.73828316,16.045574592,-0.0864212134,2.9882866366,29.668561812,22.177070302,24.275536346,3.044905868,0.0305279078,0.7545604854,2.2903453824,0.0191094706,23.510533298,0.582635318,24.654178626,399.20870068,0.001838213,3,"HIE1","JED"
"C12","elevated","control","low",1,2013-10-17 07:07:55,"12low",8,475.4,0,1.325651381,0.0681371526,356.98525992,1.4912228264,2.191180293,26.816902158,6,1.420000017,1,2.840000033,26.94548912,26.816902158,26.937482834,404.7065857,402.39465334,11.702248382,13.46844635,32.869241334,37.830251312,499.76557618,49.650627134,136.2678192,100.20999908,-4.540340424,-0.222229779,0.800000006,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329426268,0.0014912228,299.96690216,300.0954891,7.9441001642,-0.6655991302,3.5408532898,35.334331246,21.865884898,26.88119564,3.5542637364,0.066539761,1.3496729966,2.2045907396,0.041727974,35.7734925,0.8871498342,38.055610026,401.76450214,0.0012553692,3,"ROS1","JED"
"C12","elevated","control","low",2,2013-10-17 09:55:00,"12low",13,10494.9,0,0.1887590834,0.0513929608,368.03761862,2.3688784372,4.4719816818,38.86229477,6,1.420000017,1,2.840000033,40.16255646,38.86229477,40.298912812,404.24870606,402.87686766,22.250756074,25.022438432,29.760112764,33.467206576,499.9692688,150.9992096,252.34918212,100.02088624,-5.35049057,-0.812411129,0.5333333494,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8332821146,0.0023688782,312.01229476,313.31255646,24.159872996,-0.7340117374,6.9747486356,69.7329217,44.71048327,39.512425612,7.2227101808,0.0504790538,2.502766954,4.7199432266,0.0316302636,36.811447298,0.9135235544,33.890667698,402.78714064,0.0001588986,3,"ROS1","JED"
"C12","elevated","control","low",3,2013-10-17 12:21:28,"12low",25.5,19303.85,0,0.387459945,0.0207392617,332.00701947,1.4419789921,6.6520503292,42.167311859,6,1.420000017,1,2.840000033,43.324557114,42.167311859,43.528256606,404.84039002,403.67683715,14.949841308,16.65134983,16.91020298,18.834770774,500.0047882,199.98366395,477.12968751,99.949858857,-4.743556976,-0.567473233,0.4333333462,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8333413137,0.001441979,315.31731187,316.47455712,31.997385515,-0.1835156718,8.3163500812,83.20522601,66.55387618,42.745934486,8.5728578484,0.020588331,1.6642997519,6.9085580962,0.0128811821,33.184054277,0.8224436564,16.418459711,403.49265727,0.0001576559,3,"ROS1","JED"
"C12","elevated","control","low",4,2013-10-17 15:59:16,"12low",48,32353.8,0,0.0676317394,0.021069814,371.9333803,0.9416909992,4.368672051,34.45800476,6,1.420000017,1,2.840000033,35.785897066,34.45800476,35.911136628,405.64287718,405.10384522,9.9703262328,11.088012506,16.956581112,18.857437516,499.91636964,48.777340698,12.34895115,100.3220871,-4.21654892,-0.248168766,0.8666666748,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8331939496,0.000941691,307.60800478,308.93589708,7.8043743374,-0.198300083,5.4810446938,54.634480358,43.546467856,35.121950912,5.6866370296,0.0209146446,1.112372643,4.5742643866,0.013085506,37.313164006,0.9181167494,18.193751152,405.07169632,3.01832e-05,3,"ROS1","JED"
"C12","elevated","control","low",5,2013-10-17 18:01:45,"12low",53,39700.5,0,0.80722515,0.0264751058,338.1984139,0.7601462462,2.851043588,27.831386566,6,1.420000017,1,2.840000033,28.037812042,27.831386566,28.029792406,405.90424194,404.56580812,8.0978437424,9.0022674562,21.444133378,23.839162826,499.74584962,24.28610077,20.572911072,100.71395724,-3.53094101,-0.139482319,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329097492,0.0007601462,300.98138658,301.18781204,3.8857760362,-0.3210955642,3.7576975998,37.31059436,28.308326902,27.934599304,3.7803953964,0.0262305784,0.906654012,2.8737413846,0.0164159068,34.06134646,0.8359511838,23.046715108,404.18209192,0.0004602438,3,"ROS1","JED"
"C12","elevated","control","top",1,2013-10-17 07:01:45,"12top",3,106.9,0,5.6701661306,0.0494094648,204.88365752,1.078422503,2.1737499626,26.257631302,6,1.420000017,1,2.840000033,26.413441848,26.257631302,26.407592394,409.3099487,401.98297118,11.21657257,12.494958306,32.512104796,36.217679598,499.82437744,173.7979187,106.85206912,100.22405088,-4.814144135,-0.189383328,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833040629,0.0010784226,299.4076313,299.56344186,27.807666368,-0.2122580546,3.4260453034,34.18386399,21.688905682,26.335536576,3.441839844,0.0485642448,1.2522953408,2.189544503,0.0304274754,20.534269852,0.5096831568,36.14695969,399.28764576,0.005133461,3,"ROS1","JED"
"C12","elevated","control","top",2,2013-10-17 10:00:51,"12top",18.5,10843,0,1.80471599975,0.0190839775,217.6395737,1.27521962525,6.391594898,41.934926985,6,1.420000017,1,2.840000033,40.993312835,41.934926985,41.027371405,405.812698375,403.0301819,16.7287225725,18.2311506275,21.4084711075,23.3312211025,499.978782675,1500.16333,1371.087616,100.027458175,-5.236995697,-0.50781709,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833297971,0.00127521975,315.084927,314.14331285,240.02612745,1.97938717625,8.215210368,82.129548745,63.8983981175,41.4641199125,8.01357195475,0.018956543,1.82361546975,6.189956485,0.01185922325,21.769939325,0.54000181325,18.63452362,402.172306325,0.00083661575,3,"ROS1","JED"
"C12","elevated","control","top",3,2013-10-17 12:31:43,"12top",35.5,19916.3,0,1.5448265621,0.0172458454,215.14571121,1.5131842717,8.3335817937,45.15896492,6,1.420000017,1,2.840000033,44.324853135,45.15896492,44.41505661,404.95860901,402.37418821,12.057917785,13.848588466,12.949128153,14.872091008,500.00109863,1699.1483765,1177.072583,99.95827713,-4.955776215,-0.471047223,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8333351643,0.0015131843,318.30896492,317.47485314,271.86373416,2.228048454,9.7178628033,97.219182362,83.370593894,44.741909026,9.5110075555,0.0171417384,1.3842810093,8.1267265458,0.0107228913,21.50554891,0.5347175296,9.7505071051,401.63985168,0.0003752059,3,"ROS1","JED"
"C12","elevated","control","top",4,2013-10-17 15:54:00,"12top",43,32040.2,0,0.6932713006,0.0130266282,290.4934666,0.687523899,5.1262532702,36.635825348,6,1.420000017,1,2.840000033,37.230368044,36.635825348,37.36140747,405.99875488,404.8326477,9.6955448152,10.512017254,15.231904028,16.514560698,499.92827148,149.82620546,21.07627945,100.3031128,-6.469234467,-0.333661854,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8332137856,0.000687524,309.78582536,310.38036804,23.972192336,0.015047067,6.1806413134,61.619637344,51.107620094,36.933096696,6.2819037606,0.0129670776,1.054388043,5.2275157176,0.0081097526,29.137266246,0.7176352676,14.349170224,404.50309972,0.0002459458,3,"ROS1","JED"
"C12","elevated","control","top",5,2013-10-17 18:08:20,"12top",58,40098,0,2.1117506532,0.0194635296,213.780638,0.5570161424,2.8355569256,27.793494796,6,1.420000017,1,2.840000033,28.045764162,27.793494796,28.049294662,405.39965208,402.59494628,8.4086784364,9.0713815688,22.262379456,24.01691742,499.73795774,100.5913498,34.291154482,100.7385498,-3.270381927,-0.136864483,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8328965962,0.0005570162,300.94349482,301.19576416,16.094615604,-0.0649472952,3.7493947314,37.219065876,28.147684306,27.91962948,3.7770959992,0.0193310468,0.913837806,2.8632581932,0.0120937374,21.536029662,0.5310089994,23.108038094,401.59112116,0.0012151498,3,"ROS1","JED"
"C01","ambient","control","low",1,2013-12-04 06:09:35,"1low",3,1688.5,0,0.6289072876,0.0498501238,376.65189754,0.5121993142,1.032334511,18.112071992,6,1.420000017,1,2.840000033,19.128164672,18.112071992,19.200570296,404.65261842,403.64959716,9.8950740814,10.503398322,44.652253724,47.397363282,499.88422242,18.692358784,39.13118515,100.30906068,-0.339708328,0.066223547,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8331403706,0.0005121994,291.26207198,292.27816466,2.990777338,-0.1042810524,2.0859205314,20.79493635,10.291538028,18.620118332,2.1534452058,0.048990201,1.0535860206,1.0998591852,0.0306949902,37.781598256,0.93311579,50.589894558,403.35064474,0.0007888174,4,"HIE4","JED"
"C01","ambient","control","low",2,2013-12-04 09:28:24,"1low",93,13617.8,0,8.5854829332,0.298653767,349.50714004,3.3257398134,1.1932193588,28.20474663,6,1.420000017,1,2.840000033,30.35728874,28.20474663,30.591939162,418.92434082,406.9904358,22.53102684,26.418783952,51.914722444,60.872669986,499.70367432,199.57974548,522.42611084,100.19967804,-0.593126297,-0.185652331,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8328394572,0.0033257396,301.35474664,303.50728874,31.932758562,-1.0506314996,3.840373001,38.327199068,11.908415116,29.281017684,4.0876385042,0.2702356834,2.647153642,1.440484862,0.171239581,35.020502862,0.8587600746,70.945437006,402.9093084,0.0151176092,4,"HIE4","JED"
"C01","ambient","control","low",3,2013-12-04 11:36:57,"1low",113,21330,0,11.705465202,0.32724891,331.7196801,4.0276335852,1.3262862814,29.008154678,6,1.420000017,1,2.840000033,30.250657652,29.008154678,30.231342316,418.54555054,402.54024658,22.270351028,26.977009204,51.519739532,62.408024598,499.58769532,299.707489,471.74865722,99.988279724,0.550855637,-0.209095553,0.5333333494,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832646159,0.0040276338,302.15815466,303.40065766,47.953197172,-1.3526068758,4.0236710244,40.241426584,13.264417382,29.629406168,4.1705961098,0.2934365736,2.697384743,1.4732113666,0.1861628756,33.168080282,0.8240658686,69.415728978,396.97602906,0.0204683152,4,"HIE4","JED"
"C01","ambient","control","low",4,2013-12-04 14:01:51,"1low",173,30025.2,0,6.99855794,0.2269719356,343.0179402,4.2636027876,1.9380776682,33.01130371,6,1.420000017,1,2.840000033,35.239550018,33.01130371,35.286917116,418.29417722,407.8022705,26.330803298,31.290436934,45.829299162,54.461639406,499.65692142,200.7301056,320.04457396,99.622746276,0.925855637,-0.216431215,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8327615356,0.0042636026,306.16130372,308.38955002,32.116816176,-1.5002147754,5.0553169372,50.744605256,19.45416832,34.125426866,5.3805055842,0.2101739428,3.1172392684,2.2632663158,0.1327712372,34.172389738,0.841140708,62.981274602,404.47549124,0.0108969578,4,"HIE4","JED"
"C01","ambient","control","low",5,2013-12-04 18:02:41,"1low",238,44474.8,0,-0.3310656282,0.0112164408,434.45310412,0.3648420148,3.106338216,35.05503311,6,1.420000017,1,2.840000033,36.044239044,35.05503311,35.986376188,408.98695678,409.20522462,25.362825394,25.789621354,42.065543368,42.773405458,499.67612916,49.4684433,64.247123718,99.236422728,1.494520187,-0.057268694,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8327935484,0.000364842,308.20503314,309.19423906,7.914950751,0.0509940084,5.6656079794,57.092021468,31.302400116,35.549636078,5.82258188,0.0111723134,2.5592697634,3.2633121168,0.006986647,43.113568856,1.0617028382,43.026702706,409.36259736,-0.0003479061,4,"HIE4","JED"
"C01","ambient","control","top",1,2013-12-04 06:12:06,"1top",8,1838.8,0,3.3877844072,0.058910521,301.02029624,0.5675814354,0.971173811,17.81903305,6,1.420000017,1,2.840000033,18.82468376,17.81903305,18.957061766,404.5166931,400.17785034,10.059008028,10.732942008,46.261668398,49.361114502,499.89138794,98.657859804,44.463415528,100.3126709,-0.339708328,0.066223547,0.7333333496,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8331523134,0.0005675816,290.96903306,291.97468376,15.785257216,0.0177717354,2.0478238904,20.414408978,9.681466971,18.321858408,2.1135750714,0.0577133024,1.0766500796,1.0369249914,0.0361764992,30.196149694,0.7522160526,52.80409063,398.56745988,0.0044882568,4,"HIE4","JED"
"C01","ambient","control","top",2,2013-12-04 09:32:01,"1top",98,13834.8,0,14.778931918,0.1274870958,199.49200906,2.1730227018,1.7259923972,29.466060256,6,1.420000017,1,2.840000033,30.022993086,29.466060256,30.193226622,419.3878784,400.59836424,21.465903854,24.012296298,50.407673644,56.387286378,499.72893066,1099.8891358,269.35891722,100.17894898,-0.593126297,-0.185652331,0.8666666748,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8328815508,0.0021730226,302.61606024,303.1729931,175.98225778,1.0222687978,4.1315190024,41.241388972,17.229092676,29.744526668,4.1983295032,0.1220100516,2.405526605,1.792802898,0.0767301464,19.984899772,0.4979850294,58.670079874,393.57316784,0.0220310112,4,"HIE4","JED"
"C01","ambient","control","top",3,2013-12-04 11:42:20,"1top",118,21653.9,0,16.540247306,0.1595021506,213.14476094,3.3470072912,2.1340199618,31.838628388,6,1.420000017,1,2.840000033,31.45888481,31.838628388,31.377167892,419.25233156,397.79201658,22.07355957,25.988201904,47.645198058,56.094837952,499.66627808,1499.5659912,470.25867918,99.953910828,0.550855637,-0.209095553,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83277713,0.0033470072,304.98862838,304.60888482,239.93055322,1.0291139278,4.7316423776,47.338241628,21.350039726,31.648756598,4.680969898,0.1510204194,2.5976224156,2.0833474824,0.0951148284,21.304652346,0.5358197102,55.672068326,389.92957518,0.0236152894,4,"HIE4","JED"
"C01","ambient","control","top",4,2013-12-04 14:04:23,"1top",178,30177.2,0,11.162961962,0.0835221562,172.13057796,2.4435730354,2.8729779512,35.060472106,6,1.420000017,1,2.840000033,35.346537018,35.060472106,35.373794556,419.80665282,405.21342776,25.196718978,28.048610306,43.597795104,48.53241043,499.67561648,999.43049316,572.69885254,99.62476349,0.925855637,-0.216431215,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8327926942,0.002443573,308.2104721,308.496537,159.90887532,0.6513848196,5.6673141214,56.886600538,28.837990232,35.203504564,5.7123379628,0.0811360082,2.7943361702,2.918001793,0.0509191198,17.148467932,0.4247898346,48.57038155,399.90709024,0.0135579472,4,"HIE4","JED"
"C01","ambient","control","top",5,2013-12-04 18:05:46,"1top",243,44659,0,1.6974461584,0.0254664464,275.71253542,0.8758790126,3.3044714842,35.061882782,6,1.420000017,1,2.840000033,36.26995163,35.061882782,36.217976382,404.42900392,401.968042,22.78706093,23.813727188,37.329470824,39.011340332,499.68791502,299.23571776,94.824304198,99.240447998,1.494520187,-0.057268694,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8328131918,0.0008758788,308.2118828,309.4199516,47.877713774,0.2871701316,5.6677564392,57.111354834,33.297627646,35.665917204,5.8600302998,0.0252401154,2.363284955,3.4967453452,0.0157952516,27.361835818,0.6859067492,39.778465486,401.1611574,0.0016831602,4,"HIE4","JED"
"C02","elevated","control","low",1,2013-12-04 06:19:55,"2low",18,2309.3,0,0.69685305,0.060989583,379.03306484,0.5867135812,0.9698479346,18.453859712,6,1.420000017,1,2.840000033,19.444994352,18.453859712,19.460828782,404.91229248,403.79153442,10.87715206,11.573209762,48.1414505,51.222164916,499.89251708,20.050812148,12.15140896,100.34312438,-0.343889236,0.035720274,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8331541952,0.0005867134,291.6038597,292.59499436,3.2081298722,-0.1436723752,2.1311399594,21.238525066,9.6653153044,18.94942703,2.198230998,0.0597072522,1.1612920246,1.0369389734,0.0374301614,38.033362074,0.9386848968,54.705239966,403.46028384,0.00094487,4,"HIE4","JED"
